fold,backbone,feature,dr,k,clf,accuracy,macro_f1
2,mobilenet_v3_small,EplusT,lda,32,knn,0.9874509803921568,0.9768276292530024
2,mobilenet_v3_small,EplusT,lda,64,linearsvc,0.9890196078431372,0.9777921509611356
2,mobilenet_v3_small,EplusT,lda,64,logreg,0.9929411764705882,0.9868633025349444
2,mobilenet_v3_small,EplusT,lda,64,knn,0.9913725490196078,0.9819462461253505
2,mobilenet_v3_small,EplusT,lda,128,linearsvc,0.9905882352941177,0.9883770251307563
2,mobilenet_v3_small,EplusT,lda,128,logreg,0.9945098039215686,0.991780679933665
2,mobilenet_v3_small,EplusT,lda,128,knn,0.9905882352941177,0.9853658779031911
2,mobilenet_v3_small,EplusT,pca,256,linearsvc,0.9874509803921568,0.9775660925492266
2,mobilenet_v3_small,EplusT,pca,256,logreg,0.9898039215686274,0.9833308275472454
2,mobilenet_v3_small,EplusT,pca,256,knn,0.984313725490196,0.9756612550406737
2,mobilenet_v3_small,EplusT,rp,1,linearsvc,0.018823529411764704,0.005319762600049993
2,mobilenet_v3_small,EplusT,rp,1,logreg,0.022745098039215685,0.017810056736746814
2,mobilenet_v3_small,EplusT,rp,1,knn,0.007058823529411765,0.00010392242471283884
2,mobilenet_v3_small,EplusT,rp,8,linearsvc,0.5145098039215686,0.4644429915140478
2,mobilenet_v3_small,EplusT,rp,8,logreg,0.5749019607843138,0.5460322330242862
2,mobilenet_v3_small,EplusT,rp,8,knn,0.6125490196078431,0.5520168729574418
2,mobilenet_v3_small,EplusT,rp,16,linearsvc,0.8533333333333334,0.8265654965423344
2,mobilenet_v3_small,EplusT,rp,16,logreg,0.8909803921568628,0.865986003826832
2,mobilenet_v3_small,EplusT,rp,16,knn,0.9090196078431373,0.8678297275499469
2,mobilenet_v3_small,EplusT,rp,32,linearsvc,0.9584313725490196,0.9386991712568743
2,mobilenet_v3_small,EplusT,rp,32,logreg,0.9701960784313726,0.9587298095264808
2,mobilenet_v3_small,EplusT,rp,32,knn,0.9639215686274509,0.9422278940572644
2,mobilenet_v3_small,EplusT,rp,64,linearsvc,0.9819607843137255,0.9673006320326826
2,mobilenet_v3_small,EplusT,rp,64,logreg,0.9905882352941177,0.9834538193093711
2,mobilenet_v3_small,EplusT,rp,64,knn,0.9780392156862745,0.9618496524560247
2,mobilenet_v3_small,EplusT,rp,128,linearsvc,0.9874509803921568,0.9773252488902183
2,mobilenet_v3_small,EplusT,rp,128,logreg,0.9905882352941177,0.9844176553131777
2,mobilenet_v3_small,EplusT,rp,128,knn,0.984313725490196,0.9718151251733341
2,mobilenet_v3_small,EplusT,lda,267,linearsvc,0.9929411764705882,0.986594727826071
2,mobilenet_v3_small,EplusT,lda,267,logreg,0.9945098039215686,0.9913751675061225
2,mobilenet_v3_small,EplusT,lda,267,knn,0.9921568627450981,0.9865128341807446
4,resnet50,EplusT,pca,1,linearsvc,0.014951627088830254,0.0029534529479747665
4,resnet50,EplusT,pca,1,logreg,0.029023746701846966,0.017148962433202995
4,resnet50,EplusT,pca,1,knn,0.007036059806508356,0.00010143892416775282
4,resnet50,EplusT,pca,8,linearsvc,0.6992084432717678,0.6497498279160201
4,resnet50,EplusT,pca,8,logreg,0.7968337730870713,0.7636565159864395
4,resnet50,EplusT,pca,8,knn,0.8065083553210203,0.7469918870232494
4,resnet50,EplusT,pca,32,linearsvc,0.9771328056288479,0.9672855907653284
4,resnet50,EplusT,pca,32,logreg,0.9850483729111698,0.9769042794189807
4,resnet50,EplusT,pca,32,knn,0.9700967458223395,0.9554841388244169
4,resnet50,EplusT,pca,16,linearsvc,0.9217238346525946,0.9050974871993765
4,resnet50,EplusT,pca,16,logreg,0.9551451187335093,0.9414796391284885
4,resnet50,EplusT,pca,16,knn,0.9331574318381706,0.899837268279032
4,resnet50,EplusT,pca,64,linearsvc,0.9841688654353562,0.9764335706899313
4,resnet50,EplusT,pca,64,logreg,0.9894459102902374,0.9843547816175884
4,resnet50,EplusT,pca,64,knn,0.9832893579595426,0.9728238317790557
4,resnet50,EplusT,pca,128,linearsvc,0.9876868953386104,0.9758593869232542
4,resnet50,EplusT,pca,128,logreg,0.9920844327176781,0.9856666968722788
4,resnet50,EplusT,pca,128,knn,0.9850483729111698,0.9736325587071857
4,resnet50,EplusT,lda,1,linearsvc,0.020228671943711522,0.005490486188394035
4,resnet50,EplusT,lda,1,logreg,0.04661389621811785,0.027953756628791255
4,resnet50,EplusT,lda,1,knn,0.005277044854881266,9.02218748018037e-05
4,resnet50,EplusT,lda,8,linearsvc,0.6385224274406333,0.5522720121677315
4,resnet50,EplusT,lda,8,logreg,0.7730870712401056,0.7266504710806037
4,resnet50,EplusT,lda,8,knn,0.8197009674582234,0.7642358097463567
4,resnet50,EplusT,lda,16,linearsvc,0.8346525945470537,0.7772987627190876
4,resnet50,EplusT,lda,16,logreg,0.940193491644679,0.9113230949464257
4,resnet50,EplusT,lda,16,knn,0.9472295514511874,0.9247712606091956
4,resnet50,EplusT,lda,32,linearsvc,0.9287598944591029,0.9006040179099167
4,resnet50,EplusT,lda,32,logreg,0.9736147757255936,0.9578330968052171
4,resnet50,EplusT,lda,32,knn,0.978891820580475,0.9660722048053964
4,resnet50,EplusT,lda,64,linearsvc,0.9736147757255936,0.9594649830169214
4,resnet50,EplusT,lda,64,logreg,0.9876868953386104,0.9783631384608698
4,resnet50,EplusT,lda,64,knn,0.990325417766051,0.9867993775807647
4,resnet50,EplusT,lda,128,linearsvc,0.9850483729111698,0.9800453192528142
4,resnet50,EplusT,lda,128,logreg,0.9920844327176781,0.987626801059637
4,resnet50,EplusT,lda,128,knn,0.9929639401934917,0.9894036311946759
4,resnet50,EplusT,lda,267,linearsvc,0.9929639401934917,0.9828373947776934
4,resnet50,EplusT,lda,267,logreg,0.9938434476693052,0.9903512739333634
4,resnet50,EplusT,lda,267,knn,0.9938434476693052,0.9903512739333634
4,resnet50,EplusT,rp,1,linearsvc,0.010554089709762533,0.0016893117591441685
4,resnet50,EplusT,rp,1,logreg,0.013192612137203167,0.008688163972404534
4,resnet50,EplusT,rp,1,knn,0.006156552330694811,9.049238790989306e-05
4,resnet50,EplusT,rp,8,linearsvc,0.2673702726473175,0.20806155995322392
4,resnet50,EplusT,rp,8,logreg,0.306948109058927,0.2719439043569167
4,resnet50,EplusT,rp,8,knn,0.2638522427440633,0.20540383295971937
4,resnet50,EplusT,rp,16,linearsvc,0.5954265611257695,0.5474455977276208
4,resnet50,EplusT,rp,16,logreg,0.5892700087950747,0.5353699211608388
4,resnet50,EplusT,rp,16,knn,0.6402814423922604,0.5513192931850603
4,resnet50,EplusT,rp,32,linearsvc,0.8214599824098505,0.7675547600902551
4,resnet50,EplusT,rp,32,logreg,0.8443271767810027,0.8160786432243414
4,resnet50,EplusT,rp,32,knn,0.8891820580474934,0.8420321494291331
4,resnet50,EplusT,rp,64,linearsvc,0.9217238346525946,0.8937558970563754
4,resnet50,EplusT,rp,64,logreg,0.9595426561125769,0.9409964625636846
4,resnet50,EplusT,rp,64,knn,0.9665787159190853,0.949410935329562
4,resnet50,EplusT,pca,256,linearsvc,0.9929639401934917,0.9852409377662369
4,resnet50,EplusT,pca,256,logreg,0.9912049252418645,0.9836766471210352
4,resnet50,EplusT,pca,256,knn,0.9850483729111698,0.9729928998585715
4,resnet50,EplusT,rp,128,linearsvc,0.961301671064204,0.9470763173331793
4,resnet50,EplusT,rp,128,logreg,0.980650835532102,0.9690561508400911
4,resnet50,EplusT,rp,128,knn,0.9736147757255936,0.9516057024634493
4,efficientnet_b0,EplusT,pca,8,linearsvc,0.7247141600703606,0.6703758218380096
4,efficientnet_b0,EplusT,pca,8,logreg,0.841688654353562,0.8046551122531901
4,efficientnet_b0,EplusT,pca,8,knn,0.8328935795954265,0.7693262194910686
4,efficientnet_b0,EplusT,pca,1,linearsvc,0.021108179419525065,0.005931253463431069
4,efficientnet_b0,EplusT,pca,1,logreg,0.032541776605101144,0.018181236682910426
4,efficientnet_b0,EplusT,pca,1,knn,0.0043975373790677225,6.511149829297107e-05
4,efficientnet_b0,EplusT,pca,32,linearsvc,0.9841688654353562,0.9728487514775118
4,efficientnet_b0,EplusT,pca,32,logreg,0.990325417766051,0.986524313550791
4,efficientnet_b0,EplusT,pca,32,knn,0.9753737906772207,0.9562948039912483
4,efficientnet_b0,EplusT,pca,16,linearsvc,0.9357959542656112,0.9149907419359725
4,efficientnet_b0,EplusT,pca,16,logreg,0.9665787159190853,0.9440245024448619
4,efficientnet_b0,EplusT,pca,16,knn,0.9498680738786279,0.9252146233962579
4,efficientnet_b0,EplusT,pca,64,linearsvc,0.9894459102902374,0.9805404380031245
4,efficientnet_b0,EplusT,pca,64,logreg,0.9912049252418645,0.9869850201500772
4,efficientnet_b0,EplusT,pca,64,knn,0.9824098504837291,0.9719170862010265
4,efficientnet_b0,EplusT,pca,128,linearsvc,0.990325417766051,0.982684701407265
4,efficientnet_b0,EplusT,pca,128,logreg,0.9929639401934917,0.9883273028795417
4,efficientnet_b0,EplusT,pca,128,knn,0.9841688654353562,0.9747718599513224
4,efficientnet_b0,EplusT,lda,1,linearsvc,0.030782761653474055,0.006424820061695668
4,efficientnet_b0,EplusT,lda,1,logreg,0.06420404573438875,0.03168275885307564
4,efficientnet_b0,EplusT,lda,1,knn,0.011433597185576077,0.0002630051636000854
4,efficientnet_b0,EplusT,lda,8,linearsvc,0.7431838170624451,0.6752184022902611
4,efficientnet_b0,EplusT,lda,8,logreg,0.9014951627088831,0.8634591357330602
4,efficientnet_b0,EplusT,lda,8,knn,0.9120492524186455,0.8734422590858594
4,efficientnet_b0,EplusT,lda,16,linearsvc,0.9349164467897977,0.8993976404533912
4,efficientnet_b0,EplusT,lda,16,logreg,0.9753737906772207,0.9587462262347319
4,efficientnet_b0,EplusT,lda,16,knn,0.9815303430079155,0.9629412952618905
4,efficientnet_b0,EplusT,lda,32,linearsvc,0.9718557607739666,0.9449397791699442
4,efficientnet_b0,EplusT,lda,32,logreg,0.9912049252418645,0.988958319545515
4,efficientnet_b0,EplusT,lda,32,knn,0.9929639401934917,0.9907933841116227
4,efficientnet_b0,EplusT,lda,64,linearsvc,0.9850483729111698,0.972506818266834
4,efficientnet_b0,EplusT,lda,64,logreg,0.9920844327176781,0.990150558396827
4,efficientnet_b0,EplusT,lda,64,knn,0.9912049252418645,0.9913101160862356
4,efficientnet_b0,EplusT,lda,128,linearsvc,0.9894459102902374,0.9828692037647262
4,efficientnet_b0,EplusT,lda,128,logreg,0.9920844327176781,0.9866908771649773
4,efficientnet_b0,EplusT,lda,128,knn,0.9938434476693052,0.9910183112022215
4,efficientnet_b0,EplusT,pca,256,linearsvc,0.9929639401934917,0.986470743187161
4,efficientnet_b0,EplusT,pca,256,logreg,0.9938434476693052,0.9899442183024274
4,efficientnet_b0,EplusT,pca,256,knn,0.9876868953386104,0.9787965008065164
4,efficientnet_b0,EplusT,lda,267,linearsvc,0.9912049252418645,0.9836394948335248
4,efficientnet_b0,EplusT,lda,267,logreg,0.9938434476693052,0.9894467058646165
4,efficientnet_b0,EplusT,lda,267,knn,0.9947229551451188,0.9914367556158601
4,efficientnet_b0,EplusT,rp,1,linearsvc,0.0158311345646438,0.004539079541882743
4,efficientnet_b0,EplusT,rp,1,logreg,0.021108179419525065,0.015985550616976874
4,efficientnet_b0,EplusT,rp,1,knn,0.006156552330694811,9.179271373455094e-05
4,efficientnet_b0,EplusT,rp,8,linearsvc,0.455584872471416,0.37881321676158947
4,efficientnet_b0,EplusT,rp,8,logreg,0.5338610378188214,0.4865265608657781
4,efficientnet_b0,EplusT,rp,8,knn,0.5664028144239226,0.4804925414187121
4,efficientnet_b0,EplusT,rp,32,linearsvc,0.9340369393139841,0.9065236304334834
4,efficientnet_b0,EplusT,rp,32,logreg,0.9525065963060686,0.9380435342258386
4,efficientnet_b0,EplusT,rp,32,knn,0.9586631486367634,0.9422799731168684
4,efficientnet_b0,EplusT,rp,16,linearsvc,0.7713280562884784,0.7416242825203248
4,efficientnet_b0,EplusT,rp,16,logreg,0.8056288478452067,0.770295215851105
4,efficientnet_b0,EplusT,rp,16,knn,0.8839050131926122,0.8340861702899129
4,efficientnet_b0,EplusT,rp,64,linearsvc,0.9709762532981531,0.9496710819267841
4,efficientnet_b0,EplusT,rp,64,logreg,0.9885664028144239,0.9799498180095194
4,efficientnet_b0,EplusT,rp,64,knn,0.9718557607739666,0.9492520376525275
4,efficientnet_b0,EplusT,rp,128,linearsvc,0.9868073878627969,0.9789097027902998
4,efficientnet_b0,EplusT,rp,128,logreg,0.9929639401934917,0.9858736619930649
4,efficientnet_b0,EplusT,rp,128,knn,0.9876868953386104,0.9769964837244538
4,mobilenet_v3_small,EplusT,pca,8,linearsvc,0.772207563764292,0.7255580229969121
4,mobilenet_v3_small,EplusT,pca,8,logreg,0.8777484608619174,0.8498177218506686
4,mobilenet_v3_small,EplusT,pca,8,knn,0.8733509234828496,0.8291964991557528
4,mobilenet_v3_small,EplusT,pca,1,linearsvc,0.01759014951627089,0.0037574240112090477
4,mobilenet_v3_small,EplusT,pca,1,logreg,0.027264731750219876,0.017191272829752424
4,mobilenet_v3_small,EplusT,pca,1,knn,0.005277044854881266,7.64230145619824e-05
4,mobilenet_v3_small,EplusT,pca,32,linearsvc,0.9868073878627969,0.9793079862571797
4,mobilenet_v3_small,EplusT,pca,32,logreg,0.9912049252418645,0.9888007672167368
4,mobilenet_v3_small,EplusT,pca,32,knn,0.9850483729111698,0.977572007135336
4,mobilenet_v3_small,EplusT,pca,16,linearsvc,0.9621811785400176,0.9415755999387763
4,mobilenet_v3_small,EplusT,pca,16,logreg,0.980650835532102,0.9694459844570745
4,mobilenet_v3_small,EplusT,pca,16,knn,0.9630606860158312,0.9420995182699818
4,mobilenet_v3_small,EplusT,pca,64,linearsvc,0.9938434476693052,0.9900577460625517
4,mobilenet_v3_small,EplusT,pca,64,logreg,0.9956024626209323,0.9958146757000783
4,mobilenet_v3_small,EplusT,pca,64,knn,0.9868073878627969,0.9770704638588519
4,mobilenet_v3_small,EplusT,pca,128,linearsvc,0.9920844327176781,0.9877360213527674
4,mobilenet_v3_small,EplusT,pca,128,logreg,0.9956024626209323,0.9958146757000783
4,mobilenet_v3_small,EplusT,pca,128,knn,0.990325417766051,0.9830494972632583
4,mobilenet_v3_small,EplusT,lda,1,linearsvc,0.02198768689533861,0.004400326505833835
4,mobilenet_v3_small,EplusT,lda,1,logreg,0.0633245382585752,0.03969455431164335
4,mobilenet_v3_small,EplusT,lda,1,knn,0.008795074758135445,0.00014296334419854748
4,mobilenet_v3_small,EplusT,lda,8,linearsvc,0.8645558487247141,0.8243424869742693
4,mobilenet_v3_small,EplusT,lda,8,logreg,0.9463500439753738,0.9269031292937305
4,mobilenet_v3_small,EplusT,lda,8,knn,0.9437115215479331,0.9120491181008595
4,mobilenet_v3_small,EplusT,lda,16,linearsvc,0.9604221635883905,0.9406847986586677
4,mobilenet_v3_small,EplusT,lda,16,logreg,0.9841688654353562,0.9783046899344667
4,mobilenet_v3_small,EplusT,lda,16,knn,0.9841688654353562,0.971222324218951
4,mobilenet_v3_small,EplusT,lda,32,linearsvc,0.9850483729111698,0.9774701352066955
4,mobilenet_v3_small,EplusT,lda,32,logreg,0.990325417766051,0.986749289267946
4,mobilenet_v3_small,EplusT,lda,32,knn,0.9885664028144239,0.9819684308938803
4,mobilenet_v3_small,EplusT,lda,64,linearsvc,0.9947229551451188,0.9911712262805095
4,mobilenet_v3_small,EplusT,lda,64,logreg,0.9947229551451188,0.9911712262805097
4,mobilenet_v3_small,EplusT,lda,64,knn,0.9947229551451188,0.9913370637597799
4,mobilenet_v3_small,EplusT,lda,128,linearsvc,0.9956024626209323,0.9937417072091995
4,mobilenet_v3_small,EplusT,lda,128,logreg,0.9947229551451188,0.9917516574579556
4,mobilenet_v3_small,EplusT,lda,128,knn,0.9964819700967458,0.9942747562497113
4,mobilenet_v3_small,EplusT,pca,256,linearsvc,0.9938434476693052,0.9900577460625517
4,mobilenet_v3_small,EplusT,pca,256,logreg,0.9947229551451188,0.9913370637597799
4,mobilenet_v3_small,EplusT,pca,256,knn,0.990325417766051,0.9830494972632583
4,mobilenet_v3_small,EplusT,rp,1,linearsvc,0.02198768689533861,0.005540597272379537
4,mobilenet_v3_small,EplusT,rp,1,logreg,0.016710642040457344,0.014857502511146058
4,mobilenet_v3_small,EplusT,rp,1,knn,0.006156552330694811,9.20283417438206e-05
4,mobilenet_v3_small,EplusT,rp,8,linearsvc,0.49340369393139843,0.44019146074648363
4,mobilenet_v3_small,EplusT,rp,8,logreg,0.5866314863676341,0.5396589004473746
4,mobilenet_v3_small,EplusT,rp,8,knn,0.6094986807387863,0.5591613410169044
4,mobilenet_v3_small,EplusT,rp,16,linearsvc,0.8795074758135444,0.8451303666537482
4,mobilenet_v3_small,EplusT,rp,16,logreg,0.9032541776605101,0.8665939498922333
4,mobilenet_v3_small,EplusT,rp,16,knn,0.9261213720316622,0.882037443614716
4,mobilenet_v3_small,EplusT,rp,32,linearsvc,0.9648197009674582,0.947342642053492
4,mobilenet_v3_small,EplusT,rp,32,logreg,0.9762532981530343,0.9681257757328063
4,mobilenet_v3_small,EplusT,rp,32,knn,0.9736147757255936,0.9571863264374009
4,mobilenet_v3_small,EplusT,rp,64,linearsvc,0.9850483729111698,0.976631463387882
4,mobilenet_v3_small,EplusT,rp,64,logreg,0.9912049252418645,0.9881344776564801
4,mobilenet_v3_small,EplusT,rp,64,knn,0.9841688654353562,0.9761761096164845
4,mobilenet_v3_small,EplusT,rp,128,linearsvc,0.9912049252418645,0.9893732878274097
4,mobilenet_v3_small,EplusT,rp,128,logreg,0.9938434476693052,0.99064770012046
4,mobilenet_v3_small,EplusT,rp,128,knn,0.9859278803869833,0.9690310762303738
4,mobilenet_v3_small,EplusT,lda,267,linearsvc,0.9929639401934917,0.986682845672726
4,mobilenet_v3_small,EplusT,lda,267,logreg,0.9938434476693052,0.9908838162130524
4,mobilenet_v3_small,EplusT,lda,267,knn,0.9929639401934917,0.9855801341222532
3,resnet50,EplusT,pca,1,linearsvc,0.02023608768971332,0.004867034460054975
3,resnet50,EplusT,pca,1,logreg,0.03372681281618887,0.025899673441376687
3,resnet50,EplusT,pca,1,knn,0.007588532883642495,0.00011974290040480827
3,resnet50,EplusT,pca,8,linearsvc,0.6795952782462057,0.6205345807262925
3,resnet50,EplusT,pca,8,logreg,0.8128161888701517,0.7800565675932205
3,resnet50,EplusT,pca,8,knn,0.7892074198988196,0.7320805106368212
3,resnet50,EplusT,pca,16,linearsvc,0.9173693086003373,0.8979796811952788
3,resnet50,EplusT,pca,16,logreg,0.945193929173693,0.9369089626480991
3,resnet50,EplusT,pca,16,knn,0.9325463743676222,0.8996871528281236
3,resnet50,EplusT,pca,32,linearsvc,0.9713322091062394,0.9608902617332796
3,resnet50,EplusT,pca,32,logreg,0.9738617200674536,0.9644731292305067
3,resnet50,EplusT,pca,32,knn,0.9595278246205734,0.9386684026550811
3,resnet50,EplusT,pca,64,linearsvc,0.9831365935919055,0.9712725543636777
3,resnet50,EplusT,pca,64,logreg,0.9856661045531198,0.9785741146046817
3,resnet50,EplusT,pca,64,knn,0.9662731871838112,0.9455211593156074
3,resnet50,EplusT,pca,128,linearsvc,0.978920741989882,0.9669394460354352
3,resnet50,EplusT,pca,128,logreg,0.9839797639123102,0.9767391053749426
3,resnet50,EplusT,pca,128,knn,0.9721753794266442,0.9588206962999025
3,resnet50,EplusT,lda,1,linearsvc,0.025295109612141653,0.006070519219564221
3,resnet50,EplusT,lda,1,logreg,0.048903878583473864,0.024149978765159265
3,resnet50,EplusT,lda,1,knn,0.00927487352445194,0.0001591012285569307
3,resnet50,EplusT,lda,8,linearsvc,0.5876897133220911,0.5199336065417808
3,resnet50,EplusT,lda,8,logreg,0.7799325463743676,0.7296846304363864
3,resnet50,EplusT,lda,8,knn,0.7976391231028668,0.7415832420210683
3,resnet50,EplusT,lda,16,linearsvc,0.8338954468802698,0.7817694826652474
3,resnet50,EplusT,lda,16,logreg,0.9232715008431703,0.8879141248666411
3,resnet50,EplusT,lda,16,knn,0.9519392917369308,0.9211241621449675
3,resnet50,EplusT,lda,32,linearsvc,0.9207419898819561,0.8895220233591642
3,resnet50,EplusT,lda,32,logreg,0.9721753794266442,0.9553677727335118
3,resnet50,EplusT,lda,32,knn,0.9763912310286678,0.9651070700666952
3,resnet50,EplusT,lda,64,linearsvc,0.9586846543001686,0.936564269809112
3,resnet50,EplusT,lda,64,logreg,0.9839797639123102,0.9744757342580919
3,resnet50,EplusT,lda,64,knn,0.9856661045531198,0.9776559118017462
3,resnet50,EplusT,lda,128,linearsvc,0.9822934232715008,0.9639708724547688
3,resnet50,EplusT,lda,128,logreg,0.9907251264755481,0.9837470376996047
3,resnet50,EplusT,lda,128,knn,0.9890387858347386,0.9818464514937645
3,resnet50,EplusT,lda,267,linearsvc,0.9890387858347386,0.9844453268648085
3,resnet50,EplusT,lda,267,logreg,0.9932546374367622,0.9913320303245677
3,resnet50,EplusT,lda,267,knn,0.9915682967959528,0.9891902426368254
3,resnet50,EplusT,rp,1,linearsvc,0.01433389544688027,0.003280856086886419
3,resnet50,EplusT,rp,1,logreg,0.008431703204047217,0.006042616051395683
3,resnet50,EplusT,rp,1,knn,0.0042158516020236085,6.0764749231212156e-05
3,resnet50,EplusT,rp,8,linearsvc,0.2478920741989882,0.19522682083561893
3,resnet50,EplusT,rp,8,logreg,0.2866779089376054,0.2605392715406693
3,resnet50,EplusT,rp,8,knn,0.26559865092748736,0.21594625889212316
3,resnet50,EplusT,rp,16,linearsvc,0.5581787521079258,0.5041451282982404
3,resnet50,EplusT,rp,16,logreg,0.5539629005059022,0.5073952057279422
3,resnet50,EplusT,rp,16,knn,0.6441821247892074,0.5805908248994267
3,resnet50,EplusT,rp,32,linearsvc,0.8026981450252951,0.7565609408817903
3,resnet50,EplusT,rp,32,logreg,0.8305227655986509,0.7966650683971608
3,resnet50,EplusT,rp,32,knn,0.8836424957841484,0.8493855218721831
3,resnet50,EplusT,rp,64,linearsvc,0.9055649241146712,0.8741423989197036
3,resnet50,EplusT,rp,64,logreg,0.948566610455312,0.9260123754797059
3,resnet50,EplusT,rp,64,knn,0.9494097807757167,0.9209725883842722
3,resnet50,EplusT,rp,128,linearsvc,0.9569983136593592,0.9347740080354979
3,resnet50,EplusT,rp,128,logreg,0.9763912310286678,0.9591085396572666
3,resnet50,EplusT,rp,128,knn,0.96964586846543,0.9510754222912581
3,resnet50,EplusT,pca,256,linearsvc,0.9890387858347386,0.9854680843931571
3,resnet50,EplusT,pca,256,logreg,0.9865092748735245,0.9809153020973177
3,resnet50,EplusT,pca,256,knn,0.975548060708263,0.9610247144603228
3,efficientnet_b0,EplusT,pca,8,linearsvc,0.7082630691399663,0.6529886486776764
3,efficientnet_b0,EplusT,pca,8,logreg,0.8338954468802698,0.7975189270176737
3,efficientnet_b0,EplusT,pca,8,knn,0.8465430016863407,0.7982061086416083
3,efficientnet_b0,EplusT,pca,1,linearsvc,0.01770657672849916,0.006406857914678346
3,efficientnet_b0,EplusT,pca,1,logreg,0.03541315345699832,0.022986345395646143
3,efficientnet_b0,EplusT,pca,1,knn,0.011804384485666104,0.00016618702674311726
3,efficientnet_b0,EplusT,pca,32,linearsvc,0.9814502529510961,0.9793713563702545
3,efficientnet_b0,EplusT,pca,32,logreg,0.9806070826306914,0.97278215230424
3,efficientnet_b0,EplusT,pca,32,knn,0.9688026981450253,0.9603125170968917
3,efficientnet_b0,EplusT,pca,16,linearsvc,0.9249578414839797,0.9121143669726169
3,efficientnet_b0,EplusT,pca,16,logreg,0.9586846543001686,0.9508003816168874
3,efficientnet_b0,EplusT,pca,16,knn,0.9519392917369308,0.9361508756467978
3,efficientnet_b0,EplusT,pca,64,linearsvc,0.9822934232715008,0.9736658918021839
3,efficientnet_b0,EplusT,pca,64,logreg,0.9865092748735245,0.9834324061641422
3,efficientnet_b0,EplusT,pca,64,knn,0.9763912310286678,0.965988368908174
3,efficientnet_b0,EplusT,pca,128,linearsvc,0.9881956155143339,0.9860047132654683
3,efficientnet_b0,EplusT,pca,128,logreg,0.9898819561551433,0.9873358780958937
3,efficientnet_b0,EplusT,pca,128,knn,0.9831365935919055,0.9791097518824982
3,efficientnet_b0,EplusT,lda,1,linearsvc,0.0193929173693086,0.005416289740353565
3,efficientnet_b0,EplusT,lda,1,logreg,0.0581787521079258,0.03201435299415626
3,efficientnet_b0,EplusT,lda,1,knn,0.012647554806070826,0.00026342529187215884
3,efficientnet_b0,EplusT,lda,8,linearsvc,0.7453625632377741,0.6972392425640889
3,efficientnet_b0,EplusT,lda,8,logreg,0.8870151770657673,0.846908844983911
3,efficientnet_b0,EplusT,lda,8,knn,0.8979763912310287,0.8535800877948608
3,efficientnet_b0,EplusT,lda,16,linearsvc,0.9291736930860034,0.9007285399781124
3,efficientnet_b0,EplusT,lda,16,logreg,0.9721753794266442,0.9514219360073043
3,efficientnet_b0,EplusT,lda,16,knn,0.9730185497470489,0.9478974043433012
3,efficientnet_b0,EplusT,lda,32,linearsvc,0.9704890387858347,0.9537011657911526
3,efficientnet_b0,EplusT,lda,32,logreg,0.9839797639123102,0.9737801186024465
3,efficientnet_b0,EplusT,lda,32,knn,0.9865092748735245,0.9681527602187462
3,efficientnet_b0,EplusT,lda,64,linearsvc,0.9763912310286678,0.9612343366025612
3,efficientnet_b0,EplusT,lda,64,logreg,0.9856661045531198,0.9748264977632846
3,efficientnet_b0,EplusT,lda,64,knn,0.9881956155143339,0.9845775253375411
3,efficientnet_b0,EplusT,lda,128,linearsvc,0.984822934232715,0.9779434463154022
3,efficientnet_b0,EplusT,lda,128,logreg,0.9907251264755481,0.9885538841450073
3,efficientnet_b0,EplusT,lda,128,knn,0.9907251264755481,0.9880202683325229
3,efficientnet_b0,EplusT,lda,267,linearsvc,0.9881956155143339,0.9764581778525221
3,efficientnet_b0,EplusT,lda,267,logreg,0.9932546374367622,0.9872457777655088
3,efficientnet_b0,EplusT,lda,267,knn,0.9924114671163575,0.9897296526027869
3,efficientnet_b0,EplusT,pca,256,linearsvc,0.9890387858347386,0.9800670275434613
3,efficientnet_b0,EplusT,pca,256,logreg,0.9890387858347386,0.9858050705949369
3,efficientnet_b0,EplusT,pca,256,knn,0.984822934232715,0.9829362598134835
3,efficientnet_b0,EplusT,rp,1,linearsvc,0.01517706576728499,0.004471597106454701
3,efficientnet_b0,EplusT,rp,1,logreg,0.021079258010118045,0.017754454638782998
3,efficientnet_b0,EplusT,rp,1,knn,0.006745362563237774,9.950359315766858e-05
3,efficientnet_b0,EplusT,rp,8,linearsvc,0.4629005059021922,0.4095389779514913
3,efficientnet_b0,EplusT,rp,8,logreg,0.5421585160202361,0.49772208361142556
3,efficientnet_b0,EplusT,rp,8,knn,0.5860033726812817,0.5190782292723455
3,efficientnet_b0,EplusT,rp,16,linearsvc,0.7984822934232715,0.7621945020205266
3,efficientnet_b0,EplusT,rp,16,logreg,0.8111298482293423,0.7920308303063877
3,efficientnet_b0,EplusT,rp,16,knn,0.887858347386172,0.8385866316151698
3,efficientnet_b0,EplusT,rp,32,linearsvc,0.924114671163575,0.9015553520855402
3,efficientnet_b0,EplusT,rp,32,logreg,0.948566610455312,0.9338241780899814
3,efficientnet_b0,EplusT,rp,32,knn,0.9595278246205734,0.9387166699995936
3,efficientnet_b0,EplusT,rp,64,linearsvc,0.96964586846543,0.9571685451849262
3,efficientnet_b0,EplusT,rp,64,logreg,0.9780775716694773,0.9692903846662916
3,efficientnet_b0,EplusT,rp,64,knn,0.9747048903878583,0.9565646392227881
3,efficientnet_b0,EplusT,rp,128,linearsvc,0.9822934232715008,0.9727647632827617
