fold,backbone,feature,dr,k,clf,accuracy,macro_f1
1,efficientnet_b0,EplusT,rp,128,linearsvc,0.9833962264150944,0.974332659776533
1,efficientnet_b0,EplusT,rp,128,logreg,0.9871698113207548,0.9813491859621486
1,efficientnet_b0,EplusT,rp,128,knn,0.9818867924528302,0.969339207984736
1,mobilenet_v3_small,EplusT,pca,8,linearsvc,0.7667924528301887,0.7239422532225996
1,mobilenet_v3_small,EplusT,pca,8,logreg,0.8716981132075472,0.8509156798311945
1,mobilenet_v3_small,EplusT,pca,8,knn,0.8528301886792453,0.8170783292279854
1,mobilenet_v3_small,EplusT,pca,1,linearsvc,0.013584905660377358,0.005097138062744812
1,mobilenet_v3_small,EplusT,pca,1,logreg,0.03471698113207547,0.026130586691212352
1,mobilenet_v3_small,EplusT,pca,1,knn,0.012075471698113207,0.0001871714302979032
1,mobilenet_v3_small,EplusT,pca,32,linearsvc,0.9826415094339622,0.9722733290051163
1,mobilenet_v3_small,EplusT,pca,32,logreg,0.9871698113207548,0.9785296313396911
1,mobilenet_v3_small,EplusT,pca,32,knn,0.9781132075471698,0.9635318967533585
1,mobilenet_v3_small,EplusT,pca,16,linearsvc,0.9373584905660377,0.9176020079698032
1,mobilenet_v3_small,EplusT,pca,16,logreg,0.9584905660377359,0.9485511180899604
1,mobilenet_v3_small,EplusT,pca,16,knn,0.9539622641509434,0.9354746371546959
1,mobilenet_v3_small,EplusT,pca,64,linearsvc,0.9871698113207548,0.982120041606815
1,mobilenet_v3_small,EplusT,pca,64,logreg,0.9924528301886792,0.9867369087518342
1,mobilenet_v3_small,EplusT,pca,64,knn,0.9818867924528302,0.9725481270288175
1,mobilenet_v3_small,EplusT,pca,128,linearsvc,0.990188679245283,0.9857455806314455
1,mobilenet_v3_small,EplusT,pca,128,logreg,0.9909433962264151,0.9846745708686007
1,mobilenet_v3_small,EplusT,pca,128,knn,0.9841509433962264,0.97491879249247
1,mobilenet_v3_small,EplusT,lda,1,linearsvc,0.02490566037735849,0.005293818149453054
1,mobilenet_v3_small,EplusT,lda,1,logreg,0.06792452830188679,0.03429399182233611
1,mobilenet_v3_small,EplusT,lda,1,knn,0.009056603773584906,0.00014546100038499924
1,mobilenet_v3_small,EplusT,lda,8,linearsvc,0.8566037735849057,0.8156512538311375
1,mobilenet_v3_small,EplusT,lda,8,logreg,0.9441509433962264,0.9255838817014966
1,mobilenet_v3_small,EplusT,lda,8,knn,0.940377358490566,0.9049867034974585
1,mobilenet_v3_small,EplusT,lda,16,linearsvc,0.9645283018867925,0.9527890028121071
1,mobilenet_v3_small,EplusT,lda,16,logreg,0.9811320754716981,0.9715103980477877
1,mobilenet_v3_small,EplusT,lda,16,knn,0.9826415094339622,0.9724762596146775
1,mobilenet_v3_small,EplusT,lda,32,linearsvc,0.9818867924528302,0.9752325384425434
1,mobilenet_v3_small,EplusT,lda,32,logreg,0.9924528301886792,0.9907529452305571
1,mobilenet_v3_small,EplusT,lda,32,knn,0.9894339622641509,0.9836196523647427
1,mobilenet_v3_small,EplusT,lda,64,linearsvc,0.9932075471698113,0.9890849126434358
1,mobilenet_v3_small,EplusT,lda,64,logreg,0.9947169811320755,0.9935930735930737
1,mobilenet_v3_small,EplusT,lda,64,knn,0.9916981132075472,0.9872694229921252
1,mobilenet_v3_small,EplusT,lda,128,linearsvc,0.9894339622641509,0.9845274543035736
1,mobilenet_v3_small,EplusT,lda,128,logreg,0.9939622641509434,0.992735887661261
1,mobilenet_v3_small,EplusT,lda,128,knn,0.9924528301886792,0.9870802137512068
1,mobilenet_v3_small,EplusT,pca,256,linearsvc,0.9924528301886792,0.9868863777364753
1,mobilenet_v3_small,EplusT,pca,256,logreg,0.9909433962264151,0.9844461976843548
1,mobilenet_v3_small,EplusT,pca,256,knn,0.9856603773584905,0.9760099277253964
1,mobilenet_v3_small,EplusT,rp,1,linearsvc,0.017358490566037735,0.004866202191993007
1,mobilenet_v3_small,EplusT,rp,1,logreg,0.017358490566037735,0.011105277376701583
1,mobilenet_v3_small,EplusT,rp,1,knn,0.009811320754716982,0.00014435739852772337
1,mobilenet_v3_small,EplusT,rp,8,linearsvc,0.5147169811320754,0.47115823594591877
1,mobilenet_v3_small,EplusT,rp,8,logreg,0.5901886792452831,0.570424398054106
1,mobilenet_v3_small,EplusT,rp,8,knn,0.5992452830188679,0.5432484312494793
1,mobilenet_v3_small,EplusT,rp,16,linearsvc,0.8633962264150944,0.8402732399403655
1,mobilenet_v3_small,EplusT,rp,16,logreg,0.8958490566037736,0.8755814148462251
1,mobilenet_v3_small,EplusT,rp,16,knn,0.9192452830188679,0.8830495495066558
1,mobilenet_v3_small,EplusT,rp,32,linearsvc,0.9592452830188679,0.9430246290029622
1,mobilenet_v3_small,EplusT,rp,32,logreg,0.9683018867924529,0.954071154829568
1,mobilenet_v3_small,EplusT,rp,32,knn,0.9615094339622642,0.945994409282513
1,mobilenet_v3_small,EplusT,rp,64,linearsvc,0.9833962264150944,0.9767635021514054
1,mobilenet_v3_small,EplusT,rp,64,logreg,0.9864150943396226,0.9810107217921088
1,mobilenet_v3_small,EplusT,rp,64,knn,0.9781132075471698,0.9621721297240738
1,mobilenet_v3_small,EplusT,rp,128,linearsvc,0.9894339622641509,0.9838311807692844
1,mobilenet_v3_small,EplusT,rp,128,logreg,0.9894339622641509,0.9859598936815793
1,mobilenet_v3_small,EplusT,rp,128,knn,0.9849056603773585,0.9758121308939199
1,mobilenet_v3_small,EplusT,lda,267,linearsvc,0.9916981132075472,0.9864926588807185
1,mobilenet_v3_small,EplusT,lda,267,logreg,0.9939622641509434,0.9895457776054791
1,mobilenet_v3_small,EplusT,lda,267,knn,0.9924528301886792,0.9873312011371713
2,resnet50,EplusT,pca,1,linearsvc,0.0196078431372549,0.004427105406568516
2,resnet50,EplusT,pca,1,logreg,0.04,0.026358006535841784
2,resnet50,EplusT,pca,1,knn,0.005490196078431373,7.943098267420799e-05
2,resnet50,EplusT,pca,8,linearsvc,0.6729411764705883,0.6149949798256128
2,resnet50,EplusT,pca,8,logreg,0.8054901960784314,0.7779681854818019
2,resnet50,EplusT,pca,8,knn,0.7866666666666666,0.723394252774374
2,resnet50,EplusT,pca,32,linearsvc,0.9686274509803922,0.9478531172258658
2,resnet50,EplusT,pca,32,logreg,0.967843137254902,0.9511088268661858
2,resnet50,EplusT,pca,32,knn,0.9576470588235294,0.9349322462147654
2,resnet50,EplusT,pca,16,linearsvc,0.9223529411764706,0.903219332848253
2,resnet50,EplusT,pca,16,logreg,0.956078431372549,0.9402114473125517
2,resnet50,EplusT,pca,16,knn,0.9262745098039216,0.8967893906032163
2,resnet50,EplusT,pca,64,linearsvc,0.9819607843137255,0.9692770821946922
2,resnet50,EplusT,pca,64,logreg,0.9803921568627451,0.967356203141518
2,resnet50,EplusT,pca,64,knn,0.9670588235294117,0.9478806536100562
2,resnet50,EplusT,pca,128,linearsvc,0.9796078431372549,0.9623368203542987
2,resnet50,EplusT,pca,128,logreg,0.9835294117647059,0.9749858172943405
2,resnet50,EplusT,pca,128,knn,0.9749019607843137,0.9579743018175855
2,resnet50,EplusT,lda,1,linearsvc,0.022745098039215685,0.006858389657406909
2,resnet50,EplusT,lda,1,logreg,0.050980392156862744,0.02612078820826115
2,resnet50,EplusT,lda,1,knn,0.007058823529411765,0.00010222647095102997
2,resnet50,EplusT,lda,8,linearsvc,0.6125490196078431,0.542308483520939
2,resnet50,EplusT,lda,8,logreg,0.7647058823529411,0.7172776038091296
2,resnet50,EplusT,lda,8,knn,0.8054901960784314,0.7601264471367616
2,resnet50,EplusT,lda,16,linearsvc,0.8250980392156863,0.7791561741537182
2,resnet50,EplusT,lda,16,logreg,0.912156862745098,0.8852291218250157
2,resnet50,EplusT,lda,16,knn,0.9490196078431372,0.9203239587937363
2,resnet50,EplusT,lda,32,linearsvc,0.9152941176470588,0.880933158066852
2,resnet50,EplusT,lda,32,logreg,0.9701960784313726,0.9578084475839943
2,resnet50,EplusT,lda,32,knn,0.9780392156862745,0.9662395276470462
2,resnet50,EplusT,lda,64,linearsvc,0.967843137254902,0.9515562806954149
2,resnet50,EplusT,lda,64,logreg,0.9850980392156863,0.9773221608588255
2,resnet50,EplusT,lda,64,knn,0.9882352941176471,0.9809474936340609
2,resnet50,EplusT,lda,128,linearsvc,0.9772549019607844,0.9684637957399153
2,resnet50,EplusT,lda,128,logreg,0.9882352941176471,0.9798841291378605
2,resnet50,EplusT,lda,128,knn,0.9905882352941177,0.9821275117916909
2,resnet50,EplusT,lda,267,linearsvc,0.9882352941176471,0.9821069721420908
2,resnet50,EplusT,lda,267,logreg,0.9898039215686274,0.9836410691003825
2,resnet50,EplusT,lda,267,knn,0.9898039215686274,0.983139970739897
2,resnet50,EplusT,rp,1,linearsvc,0.01647058823529412,0.003009817875112837
2,resnet50,EplusT,rp,1,logreg,0.009411764705882352,0.00784120816738051
2,resnet50,EplusT,rp,1,knn,0.002352941176470588,3.468510889188109e-05
2,resnet50,EplusT,rp,8,linearsvc,0.24,0.19406687965208538
2,resnet50,EplusT,rp,8,logreg,0.28549019607843135,0.2543301654678209
2,resnet50,EplusT,rp,8,knn,0.23607843137254902,0.1908896969987725
2,resnet50,EplusT,rp,16,linearsvc,0.5772549019607843,0.5313168523904862
2,resnet50,EplusT,rp,16,logreg,0.5741176470588235,0.5349959651695155
2,resnet50,EplusT,rp,16,knn,0.6321568627450981,0.5618761624148341
2,resnet50,EplusT,rp,32,linearsvc,0.8180392156862745,0.7784709275683532
2,resnet50,EplusT,rp,32,logreg,0.8431372549019608,0.8193417531202957
2,resnet50,EplusT,rp,32,knn,0.8713725490196078,0.818999790791471
2,resnet50,EplusT,rp,64,linearsvc,0.9098039215686274,0.8748082477698715
2,resnet50,EplusT,rp,64,logreg,0.9505882352941176,0.924431958207835
2,resnet50,EplusT,rp,64,knn,0.952156862745098,0.9268543131531788
2,resnet50,EplusT,rp,128,linearsvc,0.9568627450980393,0.9346437258188427
2,resnet50,EplusT,rp,128,logreg,0.9709803921568627,0.9537346467499302
2,resnet50,EplusT,rp,128,knn,0.9725490196078431,0.9521741421975378
2,resnet50,EplusT,pca,256,linearsvc,0.9827450980392157,0.9717621178245688
2,resnet50,EplusT,pca,256,logreg,0.9874509803921568,0.9772139730228543
2,resnet50,EplusT,pca,256,knn,0.9749019607843137,0.9609853864309528
2,efficientnet_b0,EplusT,pca,8,linearsvc,0.7247058823529412,0.6671699613783204
2,efficientnet_b0,EplusT,pca,8,logreg,0.84,0.8047027723943974
2,efficientnet_b0,EplusT,pca,8,knn,0.8243137254901961,0.7553410190168894
2,efficientnet_b0,EplusT,pca,1,linearsvc,0.0196078431372549,0.005568154422729611
2,efficientnet_b0,EplusT,pca,1,logreg,0.0392156862745098,0.02326315982615154
2,efficientnet_b0,EplusT,pca,1,knn,0.003137254901960784,4.822420674196279e-05
2,efficientnet_b0,EplusT,pca,32,linearsvc,0.9850980392156863,0.981469966506622
2,efficientnet_b0,EplusT,pca,32,logreg,0.984313725490196,0.9791480289730139
2,efficientnet_b0,EplusT,pca,32,knn,0.971764705882353,0.9538061021994297
2,efficientnet_b0,EplusT,pca,16,linearsvc,0.9388235294117647,0.924090778575033
2,efficientnet_b0,EplusT,pca,16,logreg,0.9584313725490196,0.9432211674215579
2,efficientnet_b0,EplusT,pca,16,knn,0.9443137254901961,0.9114266599393107
2,efficientnet_b0,EplusT,pca,64,linearsvc,0.9866666666666667,0.984784328441045
2,efficientnet_b0,EplusT,pca,64,logreg,0.9913725490196078,0.9880307710531592
2,efficientnet_b0,EplusT,pca,64,knn,0.9733333333333334,0.9585937208094801
2,efficientnet_b0,EplusT,pca,128,linearsvc,0.9913725490196078,0.9833467527497379
2,efficientnet_b0,EplusT,pca,128,logreg,0.9913725490196078,0.9871829260235526
2,efficientnet_b0,EplusT,pca,128,knn,0.9780392156862745,0.9650154810558675
2,efficientnet_b0,EplusT,lda,1,linearsvc,0.023529411764705882,0.004965567481625802
2,efficientnet_b0,EplusT,lda,1,logreg,0.05647058823529412,0.02650639503559282
2,efficientnet_b0,EplusT,lda,1,knn,0.010980392156862745,0.00016125063958108798
2,efficientnet_b0,EplusT,lda,8,linearsvc,0.7403921568627451,0.6798034262907073
2,efficientnet_b0,EplusT,lda,8,logreg,0.8933333333333333,0.8605124780364236
2,efficientnet_b0,EplusT,lda,8,knn,0.8980392156862745,0.8601132563135994
2,efficientnet_b0,EplusT,lda,16,linearsvc,0.9286274509803921,0.891207035872895
2,efficientnet_b0,EplusT,lda,16,logreg,0.9741176470588235,0.9531895328985646
2,efficientnet_b0,EplusT,lda,16,knn,0.9749019607843137,0.9486016983942797
2,efficientnet_b0,EplusT,lda,32,linearsvc,0.9725490196078431,0.9549565524659098
2,efficientnet_b0,EplusT,lda,32,logreg,0.9874509803921568,0.9778216313382554
2,efficientnet_b0,EplusT,lda,32,knn,0.9898039215686274,0.9811692129872647
2,efficientnet_b0,EplusT,lda,64,linearsvc,0.984313725490196,0.9723365187149209
2,efficientnet_b0,EplusT,lda,64,logreg,0.9898039215686274,0.9830561059270454
2,efficientnet_b0,EplusT,lda,64,knn,0.9905882352941177,0.9833998298550538
2,efficientnet_b0,EplusT,lda,128,linearsvc,0.9819607843137255,0.9696316927029465
2,efficientnet_b0,EplusT,lda,128,logreg,0.9921568627450981,0.9855215265663027
2,efficientnet_b0,EplusT,lda,128,knn,0.9905882352941177,0.984361741078159
2,efficientnet_b0,EplusT,pca,256,linearsvc,0.9921568627450981,0.9861983373177403
2,efficientnet_b0,EplusT,pca,256,logreg,0.9945098039215686,0.991042499286111
2,efficientnet_b0,EplusT,pca,256,knn,0.9819607843137255,0.9675254922621033
2,efficientnet_b0,EplusT,rp,1,linearsvc,0.012549019607843137,0.004422513411022888
2,efficientnet_b0,EplusT,rp,1,logreg,0.02431372549019608,0.016305152518705495
2,efficientnet_b0,EplusT,rp,1,knn,0.008627450980392156,6.383324435365939e-05
2,efficientnet_b0,EplusT,lda,267,linearsvc,0.9905882352941177,0.9845905902650047
2,efficientnet_b0,EplusT,lda,267,logreg,0.9921568627450981,0.9866524266875452
2,efficientnet_b0,EplusT,lda,267,knn,0.9929411764705882,0.986578740496651
2,efficientnet_b0,EplusT,rp,16,linearsvc,0.7701960784313725,0.7362934294136976
2,efficientnet_b0,EplusT,rp,16,logreg,0.8133333333333334,0.7791400643608033
2,efficientnet_b0,EplusT,rp,16,knn,0.8635294117647059,0.8161831835710148
2,efficientnet_b0,EplusT,rp,32,linearsvc,0.9231372549019607,0.900170615962382
2,efficientnet_b0,EplusT,rp,32,logreg,0.9466666666666667,0.9210969134874067
2,efficientnet_b0,EplusT,rp,32,knn,0.9552941176470588,0.9338801321456172
2,efficientnet_b0,EplusT,rp,8,linearsvc,0.4666666666666667,0.39759370484040396
2,efficientnet_b0,EplusT,rp,8,logreg,0.5427450980392157,0.4846467938240788
2,efficientnet_b0,EplusT,rp,8,knn,0.5772549019607843,0.4928164949050333
2,efficientnet_b0,EplusT,rp,64,linearsvc,0.9741176470588235,0.9581368278482552
2,efficientnet_b0,EplusT,rp,64,logreg,0.9788235294117648,0.9659288232121048
2,efficientnet_b0,EplusT,rp,64,knn,0.9686274509803922,0.9494700330641946
2,efficientnet_b0,EplusT,rp,128,linearsvc,0.9835294117647059,0.9768966992847591
2,efficientnet_b0,EplusT,rp,128,logreg,0.9890196078431372,0.981490732157522
2,efficientnet_b0,EplusT,rp,128,knn,0.9780392156862745,0.9591865808239821
2,mobilenet_v3_small,EplusT,pca,1,linearsvc,0.01803921568627451,0.005207484230540893
2,mobilenet_v3_small,EplusT,pca,1,logreg,0.03686274509803922,0.025722131154470234
2,mobilenet_v3_small,EplusT,pca,1,knn,0.01019607843137255,0.00016682907376498247
2,mobilenet_v3_small,EplusT,pca,8,linearsvc,0.7490196078431373,0.6983059633835432
2,mobilenet_v3_small,EplusT,pca,8,logreg,0.8533333333333334,0.8178827184605842
2,mobilenet_v3_small,EplusT,pca,8,knn,0.851764705882353,0.7969833429025471
2,mobilenet_v3_small,EplusT,pca,32,linearsvc,0.9803921568627451,0.9681488698861118
2,mobilenet_v3_small,EplusT,pca,32,logreg,0.9850980392156863,0.979202658866838
2,mobilenet_v3_small,EplusT,pca,32,knn,0.9749019607843137,0.9587917342093445
2,mobilenet_v3_small,EplusT,pca,16,linearsvc,0.9490196078431372,0.9317202730553368
2,mobilenet_v3_small,EplusT,pca,16,logreg,0.9686274509803922,0.9511324965563294
2,mobilenet_v3_small,EplusT,pca,16,knn,0.956078431372549,0.921629494444245
2,mobilenet_v3_small,EplusT,pca,64,linearsvc,0.9882352941176471,0.9774595222356418
2,mobilenet_v3_small,EplusT,pca,64,logreg,0.9890196078431372,0.9812726659741585
2,mobilenet_v3_small,EplusT,pca,64,knn,0.9835294117647059,0.9707531241997072
2,mobilenet_v3_small,EplusT,pca,128,linearsvc,0.9874509803921568,0.9779339003109856
2,mobilenet_v3_small,EplusT,pca,128,logreg,0.9905882352941177,0.9839844039817471
2,mobilenet_v3_small,EplusT,pca,128,knn,0.9827450980392157,0.9659183031335429
2,mobilenet_v3_small,EplusT,lda,1,linearsvc,0.0196078431372549,0.0032511099097521823
2,mobilenet_v3_small,EplusT,lda,1,logreg,0.04941176470588235,0.03192898792048434
2,mobilenet_v3_small,EplusT,lda,1,knn,0.005490196078431373,8.371909780360484e-05
2,mobilenet_v3_small,EplusT,lda,8,linearsvc,0.8290196078431372,0.7670859090601831
2,mobilenet_v3_small,EplusT,lda,8,logreg,0.9325490196078431,0.9014933902578631
2,mobilenet_v3_small,EplusT,lda,8,knn,0.9309803921568628,0.8958974883521357
2,mobilenet_v3_small,EplusT,lda,16,linearsvc,0.9662745098039216,0.9488398112959131
2,mobilenet_v3_small,EplusT,lda,16,logreg,0.984313725490196,0.9733791466018489
2,mobilenet_v3_small,EplusT,lda,16,knn,0.9803921568627451,0.9667785022213538
2,mobilenet_v3_small,EplusT,lda,32,linearsvc,0.9827450980392157,0.9726709650217114
2,mobilenet_v3_small,EplusT,lda,32,logreg,0.9898039215686274,0.9822532049211153
