epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr
1,5.3692824882373476,0.05308504724847137,0.02275716973762089,5.198494888487316,0.028679245283018868,0.012485329832926507,9.990133642141359e-05
2,4.686396674105995,0.19177320733740968,0.08634919558966436,4.535020873660133,0.13962264150943396,0.06070842282395629,9.96057350657239e-05
3,3.9421147589097942,0.3735408560311284,0.21191423725063901,3.8353501842135476,0.38113207547169814,0.20276257745148726,9.911436253643444e-05
4,3.238415283069276,0.5539188438021123,0.35064550245745085,3.2162201688403176,0.5275471698113208,0.32248768593782307,9.842915805643155e-05
5,2.6581972691050746,0.642023346303502,0.4433597520577422,2.6240553628830683,0.6550943396226415,0.45099325577582927,9.755282581475769e-05
6,2.163668059466178,0.7217898832684825,0.5268238517154457,2.1101142026129223,0.730566037735849,0.5337862513053085,9.648882429441257e-05
7,1.7665019892809684,0.7793218454697054,0.5941147764196328,1.6889494941348122,0.769811320754717,0.5904728499727467,9.524135262330098e-05
8,1.4604919249551338,0.8171206225680934,0.6517855153241287,1.3432240997041975,0.8233962264150944,0.6675675705132686,9.381533400219317e-05
9,1.194253330690819,0.8599221789883269,0.7160392888268287,1.091680156333106,0.870188679245283,0.7389205562322688,9.221639627510075e-05
10,0.9734901618539241,0.8977209560867149,0.7782430581389681,0.8704298465024858,0.8988679245283019,0.7880029089900521,9.045084971874735e-05
11,0.7786657036396495,0.9166203446359088,0.8026671798108387,0.6861244525228228,0.9184905660377358,0.81733472405455,8.852566213878945e-05
12,0.620237048780709,0.9307948860478044,0.8330899223870022,0.5300952848933992,0.9320754716981132,0.8456297359207164,8.644843137107056e-05
13,0.5066533203710589,0.9508060033351862,0.8754940931836044,0.4360264270078568,0.9411320754716981,0.8697235434100067,8.422735529643442e-05
14,0.42451127527052895,0.9633129516397999,0.9031416274412097,0.3487753151428132,0.950188679245283,0.8932998887081816,8.187119948743447e-05
15,0.35499634685223563,0.9705391884380211,0.9215139158923575,0.29873656375067575,0.9547169811320755,0.9019526305863402,7.938926261462366e-05
16,0.296601228546678,0.9744302390216787,0.9335294989597168,0.2434766179039365,0.9607547169811321,0.9199140971977955,7.679133974894982e-05
17,0.24661851295253687,0.9797109505280711,0.9553775673841022,0.21238444355272112,0.9645283018867925,0.9254139210988478,7.408768370508575e-05
18,0.21411365793462386,0.9833240689271817,0.9621080441000701,0.18468820552031198,0.9728301886792453,0.945523539849743,7.128896457825361e-05
19,0.18122316060359017,0.9863813229571985,0.9731648612842257,0.16372834802383468,0.9735849056603774,0.9471695912895487,6.840622763423389e-05
20,0.1560725019427768,0.991106170094497,0.9825589913214333,0.14546033722304164,0.9773584905660377,0.9592100384046228,6.545084971874736e-05
21,0.13604898842280372,0.9927737632017788,0.9858217911211512,0.13621519860767184,0.9818867924528302,0.971569933137137,6.243449435824272e-05
22,0.1385421898673501,0.991106170094497,0.9870893420774692,0.1268263485814844,0.9811320754716981,0.9696035681930261,5.9369065729286224e-05
23,0.11366893063511765,0.9930516953863258,0.9894543030283061,0.11523688300734475,0.9811320754716981,0.9723440022848553,5.626666167821521e-05
24,0.10226105774442355,0.9952751528627015,0.9921584448053986,0.1077003266130175,0.9856603773584905,0.976556974221708,5.3139525976465657e-05
25,0.09224885643312805,0.9947192884936076,0.9906936171564588,0.09946086009343465,0.9849056603773585,0.9787476318228134,4.999999999999998e-05
26,0.08813529526978209,0.9947192884936076,0.9905505889902371,0.09345771833544686,0.9864150943396226,0.9806200963933972,4.6860474023534314e-05
27,0.08404698007200893,0.9944413563090606,0.9930516956978068,0.0895273754639285,0.9894339622641509,0.9847523541668914,4.3733338321784775e-05
28,0.07792201808147263,0.9955530850472485,0.9935721957219668,0.0879863936986242,0.9856603773584905,0.9802790496935869,4.063093427071375e-05
29,0.07084806590226658,0.9944413563090606,0.9914509857767706,0.08151658970330443,0.9879245283018868,0.9845007924267202,3.756550564175724e-05
30,0.07064249699837283,0.9966648137854364,0.993795621871687,0.0790227008540006,0.9856603773584905,0.9807816314233281,3.454915028125263e-05
31,0.06585271382018139,0.9955530850472485,0.9926926349006041,0.07846222392150334,0.9841509433962264,0.9780267054555192,3.1593772365766105e-05
