epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr
32,0.06632294009129207,0.9966648137854364,0.9957353543248991,0.07620620816236451,0.9864150943396226,0.9817005138016184,2.8711035421746357e-05
33,0.0653674090117739,0.9974986103390773,0.9969571206666666,0.07442265695759229,0.9886792452830189,0.9845003673477406,2.591231629491422e-05
34,0.0602401274730239,0.9963868816008894,0.9944598374727271,0.0731281532595555,0.9879245283018868,0.9829635651432241,2.3208660251050148e-05
35,0.055095981479736794,0.9983324068927182,0.9967070003802363,0.07255847565829754,0.9864150943396226,0.9815935555954501,2.061073738537634e-05
36,0.04934047878180679,0.9977765425236242,0.9970957458703407,0.07137550910313924,0.9856603773584905,0.9797064486629181,1.8128800512565503e-05
37,0.052811704968151296,0.9974986103390773,0.9951447304030461,0.06864805732454572,0.9871698113207548,0.9812753966952017,1.5772644703565555e-05
38,0.05768768976262787,0.9994441356309061,0.9994402985074627,0.06840007512697152,0.9871698113207548,0.981786045526746,1.3551568628929426e-05
39,0.04871889184180059,0.9980544747081712,0.9980065030048101,0.06815934376347632,0.9864150943396226,0.9808805455540819,1.1474337861210536e-05
40,0.04952511527951349,0.9980544747081712,0.9972716887594996,0.06766067471887384,0.9864150943396226,0.9808805455540819,9.549150281252626e-06
41,0.04963436915555544,0.9974986103390773,0.9968420020580737,0.06643961139378093,0.9864150943396226,0.9808805455540819,7.783603724899252e-06
42,0.04692460740344566,0.9988882712618121,0.9990021683710567,0.06706340726287592,0.9879245283018868,0.9825869651709492,6.184665997806817e-06
43,0.04817117250671512,0.9986103390772652,0.9973242553466434,0.06628262233876046,0.9879245283018868,0.9825869651709492,4.75864737669903e-06
44,0.052338735314837674,0.9983324068927182,0.9977296300070577,0.06587622394519192,0.9879245283018868,0.9825869651709492,3.5111757055874303e-06
45,0.04438929710733263,0.9986103390772652,0.9976226735465026,0.06573059214722543,0.9879245283018868,0.9825869651709492,2.4471741852423216e-06
46,0.04854627025493404,0.9988882712618121,0.9987719869063916,0.0653883975353979,0.9879245283018868,0.9825869651709492,1.5708419435684504e-06
47,0.04502108278112453,0.9966648137854364,0.9943865647133788,0.06532045187694686,0.9879245283018868,0.9825869651709492,8.856374635655631e-07
48,0.04742859192846114,0.9969427459699833,0.9968712603040962,0.0652476314987455,0.9879245283018868,0.9825869651709492,3.942649342761114e-07
49,0.046458285269245767,0.9980544747081712,0.9975469872857933,0.06506530470436528,0.9879245283018868,0.9825869651709492,9.866357858642197e-08
50,0.05091642251793753,0.9983324068927182,0.997318816157804,0.06498066513311296,0.9879245283018868,0.9825869651709492,0.0
