epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr
32,0.0672047607600689,0.9952456418383518,0.9943222110741,0.05929962938858403,0.9912049252418645,0.985120932802648,2.8711035421746357e-05
33,0.057805512410899006,0.9960380348652932,0.9948788076490578,0.05729115712973806,0.990325417766051,0.983891729673117,2.591231629491422e-05
34,0.0559832773792247,0.9960380348652932,0.9943515797607321,0.056146562616858214,0.9920844327176781,0.9867039269229556,2.3208660251050148e-05
35,0.052823474475493036,0.9968304278922345,0.996622933657943,0.05318131152954367,0.9920844327176781,0.986204342433491,2.061073738537634e-05
36,0.06379513011003533,0.9978869519281564,0.99723922873721,0.054248497614430055,0.990325417766051,0.9842029038995446,1.8128800512565503e-05
37,0.05931132758657138,0.9978869519281564,0.9966295127409854,0.052941517852660686,0.9912049252418645,0.9846735349325341,1.5772644703565555e-05
38,0.050730343877027434,0.997094558901215,0.9946759644738691,0.053631619550287724,0.990325417766051,0.9842550905188954,1.3551568628929426e-05
39,0.0509294917806983,0.9968304278922345,0.996220187547455,0.051703211644457445,0.9920844327176781,0.986204342433491,1.1474337861210536e-05
40,0.04843425300593177,0.9978869519281564,0.9961033757568403,0.05218374072056678,0.990325417766051,0.9842029038995446,9.549150281252626e-06
41,0.050142329776038726,0.9984152139461173,0.9985617559431956,0.050790772669845156,0.9920844327176781,0.986204342433491,7.783603724899252e-06
42,0.048525311052799225,0.9976228209191759,0.996588703890182,0.05015566820899645,0.9920844327176781,0.986204342433491,6.184665997806817e-06
43,0.04712213243668278,0.997094558901215,0.9951288637132835,0.05112246351523532,0.9920844327176781,0.986204342433491,4.75864737669903e-06
44,0.050590664086242514,0.9976228209191759,0.9972658060628535,0.04998919000435206,0.9920844327176781,0.986204342433491,3.5111757055874303e-06
45,0.046010788374890886,0.9986793449550977,0.9980510283032995,0.05005985886479417,0.9920844327176781,0.986204342433491,2.4471741852423216e-06
46,0.044729812039683264,0.9978869519281564,0.9972250489974371,0.05018825027056866,0.9920844327176781,0.986204342433491,1.5708419435684504e-06
47,0.0461532729677856,0.9981510829371368,0.9985487956368511,0.04997837838406364,0.9920844327176781,0.986204342433491,8.856374635655631e-07
48,0.051669672783464196,0.9981510829371368,0.9974540023192209,0.05008229101076722,0.9920844327176781,0.986204342433491,3.942649342761114e-07
49,0.04380792155861855,0.9973586899101955,0.9954272642612529,0.04990361801659068,0.9920844327176781,0.986204342433491,9.866357858642197e-08
50,0.053201350911209984,0.9978869519281564,0.9970380934217474,0.04984032590356138,0.9920844327176781,0.986204342433491,0.0
