epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr
17,0.2574819587824637,0.977796052631579,0.9419961617271725,0.21727733686566353,0.9701960784313726,0.9300454417058894,7.408768370508575e-05
18,0.218671007637392,0.9819078947368421,0.9527075161564618,0.18618427086621522,0.9741176470588235,0.9414629628249032,7.128896457825361e-05
19,0.1896576361175169,0.9849232456140351,0.9605853712518179,0.16803290247917174,0.9803921568627451,0.954795442948428,6.840622763423389e-05
20,0.16359279696878634,0.9884868421052632,0.9727223728094565,0.14148669373244047,0.9819607843137255,0.9583422692564485,6.545084971874736e-05
21,0.14634694668807482,0.9906798245614035,0.9785256379139314,0.13019606694579125,0.9811764705882353,0.9590603115789683,6.243449435824272e-05
22,0.1387431813698066,0.9912280701754386,0.9834131122699468,0.12268143817782402,0.9819607843137255,0.96191883905625,5.9369065729286224e-05
23,0.11703759837046004,0.993421052631579,0.9861555552909648,0.10914543429389596,0.9858823529411764,0.9666668223686731,5.626666167821521e-05
24,0.10674681030867393,0.9928728070175439,0.9863997647554393,0.10339019214734435,0.9827450980392157,0.9637244906834459,5.3139525976465657e-05
25,0.09673750812285825,0.9956140350877193,0.993086659340021,0.0970022639259696,0.984313725490196,0.9657067952776909,4.999999999999998e-05
26,0.08867507748175085,0.9958881578947368,0.9954754912369079,0.08959729541093112,0.9866666666666667,0.9688444536392298,4.6860474023534314e-05
27,0.0837250887824778,0.9953399122807017,0.9928435599602459,0.0868749157525599,0.984313725490196,0.9662792753624392,4.3733338321784775e-05
28,0.07982172856205388,0.9958881578947368,0.9930496683315038,0.0840050688944757,0.9827450980392157,0.9646703110322512,4.063093427071375e-05
29,0.07306067867760073,0.9950657894736842,0.993195488171894,0.0810269245877862,0.9835294117647059,0.9643134593613177,3.756550564175724e-05
30,0.07134068129878295,0.9950657894736842,0.9951215053753655,0.0750788345001638,0.9874509803921568,0.9728679595399594,3.454915028125263e-05
31,0.06585868794405669,0.9964364035087719,0.9958241982527213,0.07471490856260062,0.9882352941176471,0.9728396292761964,3.1593772365766105e-05
32,0.060960529862265835,0.9964364035087719,0.9960352377558288,0.07139116814360022,0.9866666666666667,0.9713128914736975,2.8711035421746357e-05
33,0.05900065466892301,0.9958881578947368,0.9949567176523736,0.07008980065584183,0.9882352941176471,0.973464346598675,2.591231629491422e-05
34,0.05702203394551026,0.9972587719298246,0.9975007491169455,0.06831992631778121,0.9874509803921568,0.9684553009179874,2.3208660251050148e-05
35,0.052356738106984844,0.9975328947368421,0.9976638644315882,0.06729907402768731,0.9850980392156863,0.9705436676865331,2.061073738537634e-05
36,0.053241044577015076,0.9967105263157895,0.9960229748122731,0.06616811417043209,0.9866666666666667,0.9713128914736975,1.8128800512565503e-05
37,0.05238445835155353,0.9986293859649122,0.9984127916030899,0.06537710782140493,0.9866666666666667,0.9718474311757894,1.5772644703565555e-05
38,0.047839567555408725,0.9980811403508771,0.997615254873746,0.06422637994401156,0.9874509803921568,0.9723038159720846,1.3551568628929426e-05
39,0.048537695682362506,0.9980811403508771,0.9962583977483322,0.06329021258279681,0.9874509803921568,0.9723038159720846,1.1474337861210536e-05
40,0.0479033210952031,0.9972587719298246,0.9968205789719347,0.06357751577161252,0.9874509803921568,0.9728679595399594,9.549150281252626e-06
41,0.0454179830195611,0.9978070175438597,0.9968036434656149,0.062312314147129656,0.9874509803921568,0.9728679595399594,7.783603724899252e-06
42,0.04416264273356973,0.9994517543859649,0.9994402985074627,0.06190478918142617,0.9882352941176471,0.9764497529538424,6.184665997806817e-06
43,0.04577219803213028,0.9997258771929824,0.9997236042012161,0.06202936982735992,0.9890196078431372,0.9779422902672752,4.75864737669903e-06
44,0.04397959690214249,0.9983552631578947,0.9974110530646518,0.06153100221417844,0.9890196078431372,0.9779422902672752,3.5111757055874303e-06
45,0.04396662651969675,0.9983552631578947,0.9981308127746422,0.06115727447904647,0.9890196078431372,0.9779422902672752,2.4471741852423216e-06
46,0.042742317281009856,0.9991776315789473,0.9993070561038833,0.0611576406750828,0.9890196078431372,0.9779422902672752,1.5708419435684504e-06
47,0.04439639048487471,0.9975328947368421,0.995689600400743,0.06102231368422508,0.9890196078431372,0.9779422902672752,8.856374635655631e-07
48,0.0433324578365213,0.9986293859649122,0.9983321413128795,0.06085435068234801,0.9882352941176471,0.9737963532855174,3.942649342761114e-07
49,0.044214591874103794,0.9980811403508771,0.9977793731446987,0.060802092961966994,0.9890196078431372,0.9779422902672752,9.866357858642197e-08
50,0.043505685600010974,0.9972587719298246,0.996846354309041,0.06077711745165289,0.9890196078431372,0.9779422902672752,0.0
