epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr
1,5.367359228301466,0.057839912280701754,0.02201566162526734,5.228392648696899,0.09725490196078432,0.03209201398503843,9.990133642141359e-05
2,4.652635641265333,0.20422149122807018,0.10254593976441058,4.677255439758301,0.24941176470588236,0.11647809578570145,9.96057350657239e-05
3,3.8849201620670786,0.42297149122807015,0.24967085363552824,4.063730728626251,0.4533333333333333,0.2661335361818994,9.911436253643444e-05
4,3.1862314542134604,0.5709978070175439,0.3665019100233895,3.3831730782985687,0.5435294117647059,0.3399494273749909,9.842915805643155e-05
5,2.6037540854069223,0.6502192982456141,0.44255235079974864,2.6306669116020203,0.6290196078431373,0.4225720819101048,9.755282581475769e-05
6,2.1204679012298584,0.712171052631579,0.5085732724228491,2.008353704214096,0.7113725490196079,0.5181034728218715,9.648882429441257e-05
7,1.7548125145728128,0.7478070175438597,0.5502349239208454,1.625646699965,0.7631372549019608,0.5776462638805603,9.524135262330098e-05
8,1.4453835989299573,0.7985197368421053,0.6286468381432216,1.3054578453302383,0.8156862745098039,0.6573626830244145,9.381533400219317e-05
9,1.185186321275276,0.8368969298245614,0.6880241854005332,1.0534651651978493,0.8462745098039216,0.7082626527598758,9.221639627510075e-05
10,0.9817382086787307,0.8697916666666666,0.7354852562978111,0.8619686372578144,0.8886274509803922,0.7639779855421593,9.045084971874735e-05
11,0.8157299579235545,0.8922697368421053,0.7750945369597301,0.6808084659278393,0.9090196078431373,0.7902527828054418,8.852566213878945e-05
12,0.6508044637086099,0.9183114035087719,0.8096755159981854,0.558712100982666,0.923921568627451,0.8238257352529552,8.644843137107056e-05
13,0.5386407422391992,0.9325657894736842,0.8454734679772339,0.44526002258062364,0.9396078431372549,0.8547851070079434,8.422735529643442e-05
14,0.4422837710171415,0.9476425438596491,0.8753216935819651,0.37624286077916624,0.952156862745098,0.8772913415436892,8.187119948743447e-05
15,0.3645628309040739,0.9599780701754386,0.9034605160024707,0.30354650504887104,0.96,0.8979602023893832,7.938926261462366e-05
16,0.3003956293850614,0.9703947368421053,0.9220826397518805,0.25053784605115653,0.9631372549019608,0.9110247650359591,7.679133974894982e-05
