epoch,train_loss,train_acc,train_macro_f1,val_loss,val_acc,val_macro_f1,lr
1,5.396407183954271,0.062349478191062346,0.024770027177517834,5.219932405572188,0.09106239460370995,0.033505827642328595,9.990133642141359e-05
2,4.710831981594279,0.19507626438319509,0.08564267086621973,4.421128009494982,0.16863406408094436,0.05627970093100479,9.96057350657239e-05
3,3.9014748193449895,0.3842654535723843,0.2250206424521736,3.6634848368795296,0.35834738617200673,0.1854512064973949,9.911436253643444e-05
4,3.1714373362266413,0.5429488894835429,0.3474862395029451,3.050997207039281,0.5505902192242833,0.3295872103397656,9.842915805643155e-05
5,2.5776397858635853,0.6459727053786459,0.4435703736473266,2.3863901841013053,0.6795952782462057,0.45243250233262794,9.755282581475769e-05
6,2.0939623238676686,0.7142092587637142,0.5177068525674436,1.8393109534916126,0.7529510961214165,0.5507119057475872,9.648882429441257e-05
7,1.6846288664866302,0.7698688787797698,0.5821817929058689,1.4109446186768382,0.7942664418212478,0.6088852756435738,9.524135262330098e-05
8,1.3497060395903506,0.8169654803318169,0.6557933089628589,1.0890111593823684,0.8490725126475548,0.6963878873173116,9.381533400219317e-05
9,1.0997477668826863,0.8621889215948622,0.7246016425070075,0.8491595779594622,0.8827993254637436,0.7498139844607488,9.221639627510075e-05
10,0.8585640343569093,0.8991169387208992,0.7863632655503834,0.6652138688062367,0.9114671163575042,0.797947705339635,9.045084971874735e-05
11,0.6953478682849367,0.9175809472839176,0.8155839392461617,0.5270159856269234,0.9232715008431703,0.8144285370444051,8.852566213878945e-05
12,0.5550125594866477,0.9352421728659353,0.8494205625187649,0.4175457530900052,0.9359190556492412,0.8496514924588374,8.644843137107056e-05
13,0.4564244060193078,0.9438051913299438,0.8795761956116189,0.348587376506705,0.9401349072512648,0.869726641556155,8.422735529643442e-05
14,0.3651958499419487,0.9601284452769602,0.9080653904094991,0.294370594777559,0.9578414839797639,0.9008416264341135,8.187119948743447e-05
15,0.31541298127780526,0.9716350013379716,0.9372763860905564,0.24043772134341693,0.9671163575042159,0.9355447380584853,7.938926261462366e-05
